CHILDID,PUBID,ID,obs_num,o_lifetime_earn,race,sex,treated_HS,life_earn_HS,treated_BA,life_earn_BA,treated_AA,life_earn_AA,treated_CJ,life_earn_CJ,treated_race,life_earn_race,treated_isscommschools,life_earn_isscommschools,treated_jobquality,life_earn_jobquality,treated_jobtraining,life_earn_jobtraining,race_sex,indic
0580016C,4084,52244,4,574475,Hispanic,Male,0,574475,1,1263115.9,0,574475,0,574475,1,651949.69,1,571336.13,1,656049.13,1,596178.25,6,1
0587010C,2121,26744,2,606698.69,White and Other,Male,0,606699.69,0,606699.69,0,606699.69,0,606699.69,1,606699.69,0,606699.69,0,606699.69,1,647676.19,2,1
0587023C,1530,18417,3,1346458.5,White and Other,Male,0,1346459.8,0,1346459.8,0,1346459.8,0,1346459.8,1,1346459.8,0,1346459.8,0,1346459.8,0,1346459.8,2,1
0590011C,732,8419,4,1153485.3,White and Other,Female,0,1153484.6,0,1153484.6,0,1153484.6,0,1153484.6,1,1153484.6,0,1153484.6,0,1153484.6,0,1153484.6,1,1
0593006C,1471,17630,3,129342.97,Black,Male,0,129342.95,0,129342.95,0,129342.95,0,142160.36,1,926398.13,1,159218.19,1,162721.27,1,136529.88,4,1
0593022C,5385,67498,1,638524.25,White and Other,Male,0,638524.75,0,638524.75,1,753473.31,0,638524.75,1,638524.75,0,638524.75,1,702820.75,1,655598.31,2,1
0593024C,2714,34063,3,557093.94,White and Other,Male,0,557094.38,0,557094.38,0,557094.38,0,557094.38,1,557094.38,1,588304.75,1,626344.81,1,575515.5,2,1
0598002C,2871,35751,4,1040534.6,White and Other,Male,0,1040535.2,0,1040535.2,0,1040535.2,0,1040535.2,1,1040535.2,0,1040535.2,0,1040535.2,0,1040535.2,2,1
0598007C,2939,36615,4,1770017.9,White and Other,Male,0,1770018.1,0,1770018.1,0,1770018.1,0,1770018.1,1,1770018.1,0,1770018.1,0,1770018.1,0,1770018.1,2,1
0599010C,539,6459,2,1079907.9,Hispanic,Male,0,1079907.9,0,1079907.9,0,1079907.9,0,1079907.9,1,1284618.6,0,1079907.9,0,1079907.9,1,1127710.4,6,1
0599024C,1334,15728,3,385576.63,White and Other,Female,0,385576.69,0,385576.69,0,385576.69,0,385576.69,1,385576.69,0,385576.69,0,385576.69,0,385576.69,1,1
0600001C,2379,30582,2,1300073.5,White and Other,Male,0,1300074,0,1300074,0,1300074,0,1300074,1,1300074,0,1300074,1,1380454,0,1300074,2,1
0600001C,2224,28280,4,962092.56,White and Other,Male,0,962093.25,0,962093.25,0,962093.25,0,962093.25,1,962093.25,0,962093.25,1,1065589.4,0,962093.25,2,1
0600010C,681,8059,4,367220.59,Black,Female,0,367220.59,0,367220.59,0,367220.59,0,367220.59,1,223212.94,0,367220.59,1,394417.34,1,374002,3,1
0600013C,2828,35269,3,429708.06,Black,Female,0,429708.06,0,429708.06,0,429708.06,0,429708.06,1,431614.38,1,451788.5,1,461891.16,1,437845.75,3,1
0601010C,1779,21764,1,1135485.3,White and Other,Male,0,1135487.3,0,1135487.3,0,1135487.3,0,1135487.3,1,1135487.3,0,1135487.3,0,1135487.3,0,1135487.3,2,1
0601011C,3186,39851,3,480249.53,White and Other,Female,0,480249.03,0,480249.03,0,480249.03,0,480249.03,1,480249.03,1,500448.09,0,480249.03,0,480249.03,1,1
0601015C,1221,14142,3,626744.5,Black,Male,0,626744.44,0,626744.44,0,626744.44,0,636051.88,1,1209033.3,1,636892.5,1,681825.75,1,645661.25,4,1
0602013C,3912,49721,2,161625.97,White and Other,Female,0,161625.36,0,161625.36,0,161625.36,0,161625.36,1,161625.36,0,161625.36,0,161625.36,1,177671.27,1,1
0602016C,4084,52245,4,574475,Hispanic,Male,0,574475,0,574475,0,574475,0,574475,1,647061.56,1,571336.13,1,656049.13,1,596178.25,6,1
0602020C,7707,89934,2,116495.63,Black,Female,0,116495.63,0,116495.63,0,116495.63,0,116495.63,1,128574.34,0,116495.63,0,116495.63,1,116495.63,3,1
0602021C,1338,15777,3,1046484.3,White and Other,Female,0,1046483.8,0,1046483.8,0,1046483.8,0,1046483.8,1,1046483.8,0,1046483.8,0,1046483.8,0,1046483.8,1,1
0602023C,6732,82053,4,587467.5,Black,Male,0,587467.69,0,587467.69,0,587467.69,0,592609.94,1,1013534.3,0,587467.69,0,587467.69,0,587467.69,4,1
0606020C,3321,41759,2,547597.25,White and Other,Male,0,547598.19,0,547598.19,0,547598.19,0,547598.19,1,547598.19,0,547598.19,0,547598.19,1,582463.94,2,1
0609012C,4127,52868,3,381267.22,Hispanic,Female,0,381268.5,0,381268.5,0,381268.5,0,381268.5,1,485487.63,1,594387.38,1,419668.94,1,391425.47,5,1
0609016C,7267,86050,1,279138.94,Black,Male,0,279138.94,0,279138.94,0,279138.94,0,291245.22,1,665212.81,1,295134.81,1,316141.13,1,288806.41,4,1
0609024C,1258,14677,1,359022.63,White and Other,Female,0,359022.28,0,359022.28,0,359022.28,0,359022.28,1,359022.28,1,359855.56,1,359495.47,1,359107.97,1,1
0614011C,306,3609,2,329915.97,White and Other,Female,0,329915.75,0,329915.75,0,329915.75,0,329915.75,1,329915.75,0,329915.75,1,374343.09,1,341671.5,1,1
0614016C,5650,69982,1,310318.31,White and Other,Male,0,310319.56,0,310319.56,0,310319.56,0,310319.56,1,310319.56,0,310319.56,0,310319.56,1,354597.31,2,1
0614017C,3380,42697,2,1921093.4,White and Other,Female,0,1921091.9,0,1921091.9,0,1921091.9,0,1921091.9,1,1921091.9,0,1921091.9,0,1921091.9,0,1921091.9,1,1
0614023C,3044,38126,4,241689.94,Black,Male,0,241689.94,0,241689.94,0,241689.94,0,397372.47,1,638293.44,1,479846.59,0,241689.94,1,241689.94,4,1
0615006C,6577,80710,2,354514.06,Black,Male,0,354514.06,0,354514.06,0,354514.06,0,352960.75,1,758429.13,0,354514.06,1,355974.16,1,354514.06,4,1
0618015C,790,9244,1,595862.13,White and Other,Male,0,595862.94,0,595862.94,0,595862.94,0,595862.94,1,595862.94,0,595862.94,1,683121.06,1,619513.13,2,1
0618017C,4813,61547,1,1353512.1,White and Other,Male,0,1353513.3,0,1353513.3,0,1353513.3,0,1353513.3,1,1353513.3,0,1353513.3,0,1353513.3,0,1353513.3,2,1
0619008C,4591,58839,3,624669.38,White and Other,Male,0,624669.94,0,624669.94,0,624669.94,0,624669.94,1,624669.94,1,662794.25,1,722342.56,1,651133.94,2,1
0621013C,5749,71148,4,241955.33,White and Other,Male,0,241956.02,0,241956.02,0,241956.02,0,241956.02,1,241956.02,0,241956.02,1,335285.38,1,267257.59,2,1
0621023C,8840,97840,3,805155.31,White and Other,Female,0,805154.63,0,805154.56,0,805154.56,0,805154.56,1,805154.56,0,805154.56,0,805154.56,0,805154.56,1,1
0623006C,5511,68809,3,557093.94,White and Other,Male,0,557093.94,0,557093.94,0,557093.94,0,557093.94,1,557093.94,1,570734.69,0,557093.94,1,557093.94,2,1
0625007C,2478,31546,3,283581.75,White and Other,Female,0,283581.75,0,283581.75,0,283581.75,0,283581.75,1,283581.75,0,283581.75,0,283581.75,1,283581.75,1,1
0625009C,4079,52145,3,840717.69,White and Other,Male,0,840718.81,0,840718.81,0,840718.81,0,840718.81,1,840718.81,1,854337.06,0,840718.81,1,887181.38,2,1
0625017C,8980,99456,3,137674.78,White and Other,Female,0,137674.75,0,137674.75,0,137674.75,0,137674.75,1,137674.75,1,145804.03,1,142641.81,1,138559.53,1,1
0625017C,8980,99460,3,137674.78,White and Other,Female,0,137674.75,0,137674.75,0,137674.75,0,137674.75,1,137674.75,1,156730.2,1,142641.8,1,138559.52,1,1
0625018C,3912,49648,4,161625.97,White and Other,Female,0,161625.36,0,161625.36,0,161625.36,0,161625.36,1,161625.36,0,161625.36,0,161625.36,1,177671.23,1,1
0627001C,5037,63881,1,883796.94,White and Other,Male,0,883798.5,0,883798.5,0,883798.5,0,883798.5,1,883798.5,0,883798.5,0,883798.5,1,956181.94,2,1
0627001C,3953,50332,3,482195.97,White and Other,Male,0,482195.97,0,482195.97,0,482195.97,0,482195.97,1,482195.97,0,482195.97,0,482195.97,1,482195.97,2,1
0627016C,1383,16395,1,447112.28,White and Other,Male,1,668471.69,0,447113.38,0,447113.38,0,447113.38,1,447113.38,1,514083.69,0,447113.38,1,486330.81,2,1
0627021C,2295,29238,4,284041.09,White and Other,Male,0,284041.63,0,284041.63,0,284041.63,0,284041.63,1,284041.63,1,317831.69,1,350069.75,1,301605.25,2,1
0629008C,5897,72652,3,909073.88,Black,Female,0,909073.88,0,909073.88,0,909073.88,0,909073.88,1,1043368.8,0,909073.88,0,909073.88,1,923006.06,3,1
0629013C,5874,72335,3,377678.34,White and Other,Male,0,377678.94,0,377678.94,0,377678.94,0,377678.94,1,377678.94,1,395450.28,1,464937.06,1,401329.13,2,1
0629018C,3185,39831,3,442752.63,White and Other,Female,0,442752.16,0,442752.16,0,442752.16,0,442752.16,1,442752.16,1,452148.22,1,508821.69,1,465264.94,1,1
0629023C,7717,90025,1,288373.22,Black,Female,0,288373.25,0,288373.25,0,288373.25,0,288373.25,1,321233.44,0,288373.25,1,292951.91,1,288894.19,3,1
0630011C,1003,11956,3,1158166.3,White and Other,Female,0,1158166.1,0,1158166.1,0,1158166.1,0,1158166.1,1,1158166.1,0,1158166.1,0,1158166.1,1,1158166.1,1,1
0630014C,2377,30516,3,594542.94,White and Other,Male,0,594542.94,0,594542.94,0,594542.94,0,594542.94,1,594542.94,0,594542.94,0,594542.94,1,594542.94,2,1
0631005C,6920,83596,3,390349.09,Black,Female,0,390349.09,0,390349.09,0,390349.09,0,390349.09,1,431984.75,0,390349.09,1,429938.13,1,403911.91,3,1
0631014C,3750,47530,4,78043.492,Black,Male,0,78043.57,0,78043.57,0,78043.57,0,87796.164,1,354960.69,1,88480.188,1,134377.55,1,97390.609,4,1
0632002C,2186,27738,2,557208.44,White and Other,Male,0,557210.5,0,557210.5,0,557210.5,0,557210.5,1,557210.5,0,557210.5,0,557210.5,1,648942.63,2,1
0632005C,879,10266,1,2354243.8,White and Other,Female,0,2354243.5,0,2354243.5,0,2354243.5,0,2354243.5,1,2354243.5,1,2361967.3,0,2354243.5,0,2354243.5,1,1
0632009C,5468,68436,2,556720.13,White and Other,Female,0,556719.88,0,556719.88,0,556719.88,0,556719.88,1,556719.88,1,583112.38,1,602503.63,1,568844.56,1,1
0636005C,3490,44476,1,406180.59,Black,Female,0,406180.63,0,406180.63,1,487590.41,0,406180.63,1,540087.63,1,423696.5,1,455526.19,1,419576.16,3,1
0636008C,2134,26949,2,625125.38,Black,Male,0,625125.5,0,625125.5,0,625125.5,0,634757.63,1,1479919.1,0,625125.44,0,625125.44,1,650794.44,4,1
0636011C,8042,91999,1,241689.94,Black,Male,0,241689.94,0,241689.94,0,241689.94,0,254565.3,1,666772.25,1,256476.34,1,247443.55,1,242656.7,4,1
0636012C,2023,25173,3,348282.84,Black,Female,0,348282.84,0,348282.84,0,348282.84,0,348282.84,1,594304,1,348851.25,0,348282.84,1,348282.84,3,1
0636015C,8414,94778,1,267866.19,Black,Female,0,267866.19,0,267866.19,1,304949.53,0,267866.19,1,311889.19,0,267866.19,0,267866.19,1,288457.22,3,1
0636018C,8649,96188,3,162829.86,Black,Female,0,162829.86,0,162829.86,0,162829.86,0,162829.86,1,175805.47,1,175206.34,0,162829.86,1,162829.86,3,1
0638001C,3433,43495,2,342985.94,Black,Male,0,342985.94,0,342985.94,0,342985.94,0,353233.06,1,850214.25,1,357691.41,1,396058.97,1,361213.03,4,1
0638016C,3716,46981,3,173836.25,Black,Female,0,173836.27,0,173836.27,0,173836.27,0,173836.27,1,207704.31,1,180973.06,1,180138.16,1,174898.16,3,1
0638016C,7689,89766,3,865706.5,Black,Female,0,865706.5,0,865706.5,0,865706.5,0,865706.5,1,915279.75,1,877266.94,0,865706.5,0,865706.5,3,1
0639009C,4956,62975,2,597324.63,White and Other,Female,0,597324.56,0,597324.56,0,597324.56,0,597324.56,1,597324.56,0,597324.56,0,597324.56,1,597324.56,1,1
0642007C,569,7038,2,292501.13,White and Other,Male,0,292502.31,0,292502.31,0,292502.31,0,292502.31,1,292502.31,0,292502.31,0,292502.31,1,335758.78,2,1
0642013C,4535,57905,1,1754891,White and Other,Male,0,1754891.5,0,1754891.5,0,1754891.5,0,1754891.5,1,1754891.5,0,1754891.5,0,1754891.5,1,1771621.1,2,1
0642023C,1379,16327,2,306748.84,White and Other,Female,0,306748.53,0,306748.53,0,306748.53,0,306748.53,1,306748.53,0,306748.53,1,364763.09,1,322387.69,1,1
0642024C,7569,88622,3,822092.94,Black,Male,0,822093.06,0,822093.06,0,822093.06,0,831400.38,1,1398784,1,834488.38,0,822093,1,850206.63,4,1
0644020C,3783,48074,1,840859.25,Black,Male,0,840859.25,0,840859.25,0,840859.25,0,850139.69,1,1454464.3,1,850982.69,0,840859.25,1,859040.88,4,1
0645006C,1469,17469,4,501990.34,Black,Male,0,501990.38,0,501990.38,0,501990.38,0,511297.78,1,813266.75,1,514929.56,1,553709,1,515660.72,4,1
0649003C,3798,48169,3,230088.31,Black,Female,1,453415.69,0,230088.31,0,230088.31,0,230088.31,1,234816.36,0,230088.31,1,235973.88,1,231056.47,3,1
0650013C,1405,16623,1,569629.13,White and Other,Male,0,569629.94,0,569629.94,0,569629.94,0,569629.94,1,569629.94,1,606130.38,1,672805.38,1,604933.94,2,1
0650020C,2879,35900,4,228447.81,White and Other,Female,0,228447.67,0,228447.67,0,228447.67,0,228447.67,1,228447.67,0,228447.67,1,243733.64,1,231655.91,1,1
0651008C,3736,47348,2,946222.88,White and Other,Female,0,946222.88,0,946222.88,0,946222.88,0,946222.88,1,946222.88,0,946222.88,0,946222.88,0,946222.88,1,1
0651009C,5838,72013,3,854254.44,White and Other,Male,0,854255.56,0,854255.56,0,854255.56,0,854255.56,1,854255.56,0,854255.56,0,854255.56,0,854255.56,2,1
0651010C,4357,56098,4,285571.16,White and Other,Female,0,285570.88,0,285570.88,0,285570.88,0,285570.88,1,285570.88,0,285570.88,1,314138.19,1,293058.97,1,1
0651016C,4045,51508,4,640118.81,White and Other,Male,0,640120.06,0,640120.06,1,754971.31,0,640120.06,1,640120.06,0,640120.06,0,640120.06,1,698972.69,2,1
0651022C,1449,17204,3,1321530.8,White and Other,Male,0,1321531.8,0,1321531.8,0,1321531.8,0,1321531.8,1,1321531.8,0,1321531.8,0,1321531.8,1,1364215.6,2,1
0652021C,1470,17530,4,271790.41,Black,Female,0,271790.41,0,271790.41,0,271790.41,0,271790.41,1,530956.56,0,271790.41,1,292636.91,1,275974.31,3,1
0652022C,1902,23441,2,731473.88,White and Other,Male,0,731473.94,0,731473.94,0,731473.94,0,731473.94,1,731473.94,0,731473.94,0,731473.94,0,731473.94,2,1
0653017C,8319,94174,2,127502.03,Black,Female,0,127502.02,0,127502.02,0,127502.02,0,127502.02,1,146394.55,1,275984.31,0,127502.02,1,127502.02,3,1
0654001C,8725,96707,3,271875.59,Black,Female,0,271875.59,0,271875.59,0,271875.59,0,271875.59,1,333037.63,1,285888.19,1,288739.91,1,275315.78,3,1
0657001C,1566,18857,1,331119.84,Black,Female,0,331119.84,0,331119.84,1,501405.16,0,331119.84,1,604702.63,1,343452.72,1,348869.44,1,334606.44,3,1
0657001C,4227,53861,3,244422.72,Black,Female,0,244422.73,0,244422.73,0,244422.73,0,244422.73,1,270777.06,1,253374.59,0,244422.73,1,244422.73,3,1
0657001C,1566,18848,4,331119.84,Black,Female,0,331119.84,0,331119.84,0,331119.84,0,331119.84,1,464239.84,1,343452.72,1,348869.44,1,334606.44,3,1
0657015C,2811,35104,3,482593.88,Black,Female,0,482593.91,0,482593.91,0,482593.91,0,482593.91,1,481306.75,1,494926.78,1,517266.09,1,491408.63,3,1
0657022C,3718,47003,2,203579.06,Black,Female,0,203579.06,0,203579.06,0,203579.06,0,203579.06,1,262669.84,1,210710.47,1,214685.77,1,205722.84,3,1
0659011C,6914,83554,2,135614.64,Hispanic,Female,0,135614.98,0,135614.98,0,135614.98,0,135614.98,1,201850.03,1,158457.64,1,142904.41,1,137055.17,5,1
0659012C,5956,73139,2,342985.94,Black,Male,0,342985.97,0,342985.97,1,757399.88,0,352293.44,1,852563.06,0,342985.97,1,384653,1,353922.31,4,1
0659018C,5934,73017,1,343571.69,Black,Female,0,343571.66,0,343571.66,0,343571.66,0,343571.66,1,274111.38,1,357673.97,1,349033.56,1,344291.47,3,1
0659024C,7631,89285,3,204240.95,Black,Male,0,204240.95,0,204240.95,0,204240.95,1,217001.42,1,584339.63,0,204240.95,0,204240.95,1,204240.95,4,1
0660002C,7759,90309,1,811164.5,Black,Male,0,811164.63,0,811164.63,1,1107021.6,0,820472,1,1280952,1,822880.06,0,811164.5,1,811164.5,4,1
0660017C,7674,89651,4,169138.69,Hispanic,Male,0,169138.69,0,169138.69,0,169138.69,0,169138.69,1,338509.75,1,186681.09,1,235777.77,1,186848.11,6,1
0663012C,3321,41858,2,547597.25,White and Other,Male,0,547598.25,0,547598.25,0,547598.25,0,547598.25,1,547598.25,0,547598.25,0,547598.25,1,582464.06,2,1
0664017C,6269,76491,3,275375.75,White and Other,Female,0,275375.81,0,275375.81,0,275375.81,0,275375.81,1,275375.81,0,275375.81,0,275375.81,1,275375.81,1,1
0664020C,4062,51973,3,757478,White and Other,Female,0,757477.56,1,932153.44,0,757477.56,0,757477.56,1,757477.56,1,768742.31,0,757477.56,1,782685.38,1,1
0665026C,6263,76330,1,1834346.5,White and Other,Male,0,1834348.3,0,1834348.3,0,1834348.3,0,1834348.3,1,1834348.3,0,1834348.3,0,1834348.3,0,1834348.3,2,1
0666007C,384,4618,2,655469.31,Hispanic,Male,0,655469.31,0,655469.31,0,655469.31,0,655469.31,1,979139.88,0,655469.31,0,655469.31,1,705137.5,6,1
0668006C,2053,25658,2,283427.91,White and Other,Female,0,283427.59,0,283427.59,0,283427.59,0,283427.59,1,283427.59,0,283427.59,1,313260.09,1,291447.5,1,1
0668006C,2769,34634,4,391507.69,White and Other,Female,0,391507.28,0,391507.28,0,391507.28,0,391507.28,1,391507.28,0,391507.28,1,459769.44,1,409933.81,1,1
0669001C,2683,33716,4,249487.63,Black,Male,0,249487.67,0,249487.67,0,249487.67,0,258795.05,1,875723.56,1,276497.78,0,249487.67,1,290498.63,4,1
0669003C,5191,65393,4,610814.44,White and Other,Male,0,610815.56,1,1114822.1,0,610815.56,0,610815.56,1,610815.56,1,630485.5,0,610815.56,1,662036.19,2,1
0669014C,60,644,2,1078907.4,White and Other,Male,0,1078907.6,0,1078907.6,0,1078907.6,0,1078907.6,1,1078907.6,0,1078907.6,0,1078907.6,0,1078907.6,2,1
0669021C,2532,32243,1,777443.31,White and Other,Female,0,777442.56,0,777442.56,0,777442.56,0,777442.56,1,777442.56,1,788365.63,0,777442.56,1,817138.25,1,1
0671001C,5005,63518,2,229828.05,White and Other,Female,0,229827.77,0,229827.77,0,229827.77,0,229827.77,1,229827.77,0,229827.77,1,257621.5,1,237105.44,1,1
0671014C,2584,32660,2,601409.56,White and Other,Male,0,601410.38,0,601410.38,0,601410.38,0,601410.38,1,601410.38,0,601410.38,1,700753.06,0,601410.38,2,1
0676015C,525,6178,1,567738.75,Hispanic,Male,0,567738.75,0,567738.75,1,891578.81,0,567738.75,1,402154.69,1,599877.31,0,567738.75,1,619548.5,6,1
0677005C,1181,13828,4,406298.78,White and Other,Female,0,406298.41,0,406298.41,0,406298.41,0,406298.41,1,406298.41,0,406298.41,1,466495.47,1,426794.38,1,1
0678004C,3042,38071,4,562435.5,White and Other,Male,0,562436.19,0,562436.19,0,562436.19,0,562436.19,1,562436.19,1,589091.56,1,655036.81,1,587539.56,2,1
0680002C,1815,22202,2,1100195.6,White and Other,Male,0,1100196.8,0,1100196.8,0,1100196.8,0,1100196.8,1,1100196.8,0,1100196.8,0,1100196.8,0,1100196.8,2,1
0680011C,4437,56852,3,692574.81,Black,Male,0,692574.94,0,692574.94,0,692574.94,0,697717.13,1,1191886.6,1,698690.63,0,692574.88,0,692574.88,4,1
0680020C,3844,48920,1,614229.75,Black,Male,0,614229.81,0,614229.81,0,614229.81,0,623537.25,1,1198466.1,0,614229.81,0,614229.81,1,647966.19,4,1
0680020C,8073,92211,4,143757.09,Black,Male,0,143757.17,0,143757.17,0,143757.17,0,157292.23,1,750355.38,0,143757.17,0,143757.17,1,164238.02,4,1
0683010C,8803,97491,2,597350.56,White and Other,Male,0,597353,0,597353,0,597353,0,597353,1,597353,1,627862.69,0,597353,1,689326,2,1
0683011C,7275,86113,4,394994,Black,Female,0,394994.03,0,394994.03,1,432077.34,0,394994.03,1,452660.59,1,408260.41,1,446128.69,1,408876.19,3,1
0683020C,7512,87918,4,369630.84,Hispanic,Female,0,369632.5,0,369632.5,0,369632.5,0,369632.5,1,448918.91,1,417693.44,1,426283.56,0,369632.5,5,1
0683021C,1582,18986,1,320091.16,White and Other,Female,0,320091.13,0,320091.13,0,320091.13,0,320091.13,1,320091.13,1,329591.31,1,325938.16,1,321135.75,1,1
0683023C,7630,89281,2,204240.95,Black,Male,0,204240.94,0,204240.94,0,204240.94,0,217116.3,1,509419.09,1,247217.08,1,209206.69,1,205030.33,4,1
0687001C,5837,71998,1,557093.94,White and Other,Male,0,557095.81,0,557095.81,0,557095.81,0,557095.81,1,557095.81,0,557095.81,0,557095.81,1,642277.13,2,1
0691007C,347,4317,3,286524.78,Hispanic,Male,0,286524.75,0,286524.75,0,286524.75,0,286524.75,1,532868.5,0,286524.75,1,350947.06,1,302885.75,6,1
0691012C,4206,53571,3,1194783.8,White and Other,Female,0,1194783.6,0,1194783.6,0,1194783.6,0,1194783.6,1,1194783.6,0,1194783.6,0,1194783.6,0,1194783.6,1,1
0691014C,7487,87681,1,536457.31,Hispanic,Female,0,536461.06,0,536461.06,0,536461.06,0,536461.06,1,620955.69,1,560283,0,536461.06,1,565951.75,5,1
0691020C,59,619,3,331119.84,Black,Female,0,331119.84,1,688234.19,0,331119.84,0,331119.84,1,523105.19,1,346328.91,1,371825.47,1,345066.16,3,1
0691022C,6342,77421,3,508206.63,White and Other,Male,0,508207.78,0,508207.78,0,508207.78,0,508207.78,1,508207.78,0,508207.78,0,508207.78,1,561163.75,2,1
0695011C,325,4071,2,1166354.3,White and Other,Male,0,1166355.3,0,1166355.3,0,1166355.3,0,1166355.3,1,1166355.3,0,1166355.3,0,1166355.3,0,1166355.3,2,1
0696016C,1842,22495,1,-102533.23,Black,Male,0,-102533.18,0,-102533.18,0,-102533.18,1,-89772.742,1,224738.77,1,-77312.57,0,-102533.18,1,-102533.18,4,1
0698008C,2379,30558,4,1653852.5,White and Other,Male,0,1653853.3,0,1653853.3,0,1653853.3,0,1653853.3,1,1653853.3,0,1653853.3,1,1734233.1,0,1653853.3,2,1
0699009C,630,7493,4,1234285.4,White and Other,Male,0,1234286.1,0,1234286.1,0,1234286.1,0,1234286.1,1,1234286.1,0,1234286.1,1,1456583.5,1,1265018.5,2,1
0704012C,6950,83794,1,581848.69,Black,Male,0,581848.81,0,581848.81,0,581848.81,0,590613.81,1,1013286.1,0,581848.81,1,642095.88,0,581848.81,4,1
0704018C,7197,85377,1,668918.94,Hispanic,Male,0,668918.94,0,668918.94,0,668918.94,0,668918.94,1,999733.88,0,668918.94,0,668918.94,1,716651.25,6,1
0705005C,694,8177,3,596956.25,Hispanic,Male,0,596956.25,0,596956.25,0,596956.25,0,596956.25,1,1202873.6,1,613077.63,1,680699.38,1,625104.19,6,1
0705018C,6085,74335,4,1155271.8,White and Other,Male,0,1155273.1,0,1155273.1,0,1155273.1,0,1155273.1,1,1155273.1,1,1602184.5,0,1155273.1,1,1221433.1,2,1
0706008C,295,3453,1,525981.06,Hispanic,Female,0,525983.69,0,525983.69,0,525983.69,0,525983.69,1,831041.44,1,564059.06,1,585615.63,1,546463.31,5,1
0706019C,8605,95888,4,475512.91,Hispanic,Male,0,475512.88,0,475512.88,0,475512.88,0,475512.88,1,1093395.9,1,494254.28,1,566511.75,1,506152.66,6,1
0706020C,7858,91023,1,367181.97,Black,Female,0,367181.97,0,367181.97,0,367181.97,0,367181.97,1,358381.31,1,381645.16,1,406503.22,1,377850.91,3,1
0708017C,4372,56314,3,877979.44,Hispanic,Female,0,877982.94,0,877982.94,0,877982.94,0,877982.94,1,920835.94,1,888756.81,0,877982.94,0,877982.94,5,1
