CHILDID,PUBID,ID,obs_num,o_lifetime_earn,race,sex,treated_HS,life_earn_HS,treated_BA,life_earn_BA,treated_AA,life_earn_AA,treated_CJ,life_earn_CJ,treated_race,life_earn_race,treated_isscommschools,life_earn_isscommschools,treated_jobquality,life_earn_jobquality,treated_jobtraining,life_earn_jobtraining,race_sex,indic
0399015C,684,8078,2,359652.31,Black,Female,0,359652.31,0,359652.31,0,359652.31,0,359652.31,1,313978.25,0,359652.31,0,359652.31,1,359652.31,3,1
0401014C,1229,14188,2,447977.78,White and Other,Female,0,447977.44,0,447977.44,0,447977.44,0,447977.44,1,447977.44,0,447977.44,1,512756.31,1,465456.47,1,1
0401025C,303,3545,3,606737.06,White and Other,Female,0,606736.69,0,606736.69,0,606736.69,0,606736.69,1,606736.69,0,606736.69,0,606736.69,0,606736.69,1,1
0403009C,7605,89112,2,91881.594,Hispanic,Female,0,91881.602,0,91881.602,0,91881.602,0,91881.602,1,196794.42,0,91881.602,0,91881.602,1,91881.602,5,1
0403016C,8559,95546,2,610676,Hispanic,Male,0,610676,0,610676,0,610676,0,610676,1,846872.38,0,610676,0,610676,1,642228.56,6,1
0404020C,5457,68304,3,543135.31,White and Other,Female,0,543134.88,0,543134.88,0,543134.88,0,543134.88,1,543134.88,0,543134.88,1,605033.25,1,564215.13,1,1
0411006C,6429,78334,4,800408.94,White and Other,Female,0,800408.25,0,800408.25,0,800408.25,0,800408.25,1,800408.25,0,800408.25,0,800408.25,0,800408.25,1,1
0411009C,395,4743,2,804847.81,White and Other,Male,0,804848.25,0,804848.25,0,804848.25,0,804848.25,1,804848.25,0,804848.25,1,880485.94,1,825007,2,1
0411009C,6488,79047,4,2254402.5,White and Other,Male,0,2254403.8,0,2254403.8,0,2254403.8,0,2254403.8,1,2254403.8,0,2254403.8,0,2254403.8,0,2254403.8,2,1
0411010C,4391,56489,3,495982.44,Hispanic,Female,0,495984.06,0,495984.06,0,495984.06,0,495984.06,1,850179.25,1,518266.25,1,543787.5,1,508698.66,5,1
0417008C,6544,80258,3,533697.38,White and Other,Female,0,533696.81,0,533696.81,0,533696.81,0,533696.81,1,533696.81,0,533696.81,0,533696.81,1,562577.06,1,1
0417023C,5358,67171,2,401749.28,White and Other,Female,0,401748.78,0,401748.78,0,401748.78,0,401748.78,1,401748.78,0,401748.78,0,401748.78,0,401748.78,1,1
0417023C,4904,62447,4,606933.5,White and Other,Female,0,606933.13,0,606933.13,0,606933.13,0,606933.13,1,606933.13,0,606933.13,1,672939.94,1,629402,1,1
0418012C,2874,35814,3,1637145.6,White and Other,Male,0,1637146,0,1637146,0,1637146,0,1637146,1,1637146,0,1637146,0,1637146,0,1637146,2,1
0418015C,686,8115,1,115291.74,White and Other,Female,0,115291.72,0,115291.72,0,115291.72,0,115291.72,1,115291.72,1,123764.2,1,118567.25,1,115795.62,1,1
0418023C,2937,36565,2,583570,White and Other,Female,0,583569.88,0,583569.88,0,583569.88,0,583569.88,1,583569.88,0,583569.88,0,583569.88,0,583569.88,1,1
0420002C,2983,37307,2,887627.38,White and Other,Male,0,887628.38,0,887628.38,0,887628.38,0,887628.38,1,887628.38,0,887628.38,0,887628.38,1,937468.25,2,1
0430004C,8759,97001,1,477314.81,White and Other,Male,0,477315.63,0,477315.63,0,477315.63,0,477315.63,1,477315.63,0,477315.63,1,566031.19,1,507677.53,2,1
0430024C,5775,71317,3,100286.87,White and Other,Female,0,100286.84,0,100286.84,0,100286.84,0,100286.84,1,100286.84,1,108072.15,1,105466.59,1,101219.5,1,1
0431007C,6041,73965,3,554628.19,White and Other,Male,0,554628.19,0,554628.19,0,554628.19,0,554628.19,1,554628.19,1,556321.38,0,554628.19,1,554628.19,2,1
0431010C,3911,49617,1,589506.63,White and Other,Female,0,589506.44,0,589506.44,0,589506.44,0,589506.44,1,589506.44,1,620394.25,1,633250.06,1,601058.5,1,1
0431025C,5246,65943,3,665050.06,White and Other,Male,0,665050.19,0,665050.19,0,665050.19,0,665050.19,1,665050.19,0,665050.19,0,665050.19,0,665050.19,2,1
0433002C,3321,41820,2,547597.25,White and Other,Male,1,791617.63,0,547598.19,0,547598.19,0,547598.19,1,547598.19,0,547598.19,0,547598.19,1,582463.94,2,1
0433013C,2982,37287,2,710112.44,White and Other,Female,0,710112.19,0,710112.19,0,710112.19,0,710112.19,1,710112.19,0,710112.19,1,763814.5,1,724390.69,1,1
0437016C,7391,87013,4,162829.86,Black,Female,0,162829.86,0,162829.86,0,162829.86,0,162829.86,1,194687.91,1,169622.45,0,162829.86,1,162829.86,3,1
0440007C,1233,14270,2,1491738.5,White and Other,Male,0,1491738.6,0,1491738.6,0,1491738.6,0,1491738.6,1,1491738.6,0,1491738.6,0,1491738.6,0,1491738.6,2,1
0441010C,5191,65416,3,610814.44,White and Other,Male,0,610815.56,0,610815.56,0,610815.56,0,610815.56,1,610815.56,1,970561.81,0,610815.56,1,662036.19,2,1
0442004C,3216,40425,1,1920535.9,White and Other,Male,0,1920536.9,0,1920536.9,0,1920536.9,0,1920536.9,1,1920536.9,0,1920536.9,0,1920536.9,0,1920536.9,2,1
0443010C,5430,68115,1,322243.03,White and Other,Female,0,322242.88,0,322242.88,0,322242.88,0,322242.88,1,322242.88,0,322242.88,1,356504.44,1,329685.47,1,1
0445001C,8977,99398,1,471165.63,White and Other,Male,0,471167.31,0,471167.31,0,471167.31,0,471167.31,1,471167.31,0,471167.31,0,471167.31,1,541775.31,2,1
0445002C,7522,88020,1,668918.94,Hispanic,Male,0,668918.94,0,668918.94,0,668918.94,0,668918.94,1,815904.69,1,673213.56,1,759654.5,1,693114.94,6,1
0447004C,1864,22663,2,1015220,White and Other,Female,0,1015219.1,0,1015219.1,0,1015219.1,0,1015219.1,1,1015219.1,1,1037331.4,0,1015219.1,0,1015219.1,1,1
0447023C,739,8533,3,399110.78,White and Other,Female,0,399110.66,0,399110.66,0,399110.66,0,399110.66,1,399110.66,0,399110.66,0,399110.66,0,399110.66,1,1
0449010C,1853,22549,1,1311333.9,Black,Male,0,1311333.9,0,1311333.9,0,1311333.9,0,1316476,1,1772915.4,1,1317449.6,0,1311333.9,0,1311333.9,4,1
0451019C,8947,99009,1,863186.19,White and Other,Female,0,863186,0,863186,0,863186,0,863186,1,863186,0,863186,0,863186,1,877520,1,1
0451020C,899,10530,3,322482.78,White and Other,Female,0,322482.47,0,322482.47,0,322482.47,0,322482.47,1,322482.47,1,323338.66,1,346407.22,1,322564.84,1,1
0452025C,5556,69116,4,418348.94,White and Other,Male,0,418350.22,0,418350.22,0,418350.22,0,418350.22,1,418350.22,1,430270.34,0,418350.22,1,464336.81,2,1
0453013C,5321,66789,3,490236,White and Other,Male,0,490236.47,0,490236.47,0,490236.47,0,490236.47,1,490236.47,0,490236.47,1,567086.56,1,510724.72,2,1
0454020C,4956,62960,4,597324.63,White and Other,Female,0,597324.63,0,597324.63,0,597324.63,0,597324.63,1,597324.63,0,597324.63,0,597324.63,1,597324.63,1,1
0456004C,4002,50779,3,1653815.8,White and Other,Male,0,1653817.8,0,1653817.8,0,1653817.8,0,1653817.8,1,1653817.8,0,1653817.8,0,1653817.8,1,1742286.5,2,1
0456008C,3803,48256,3,265219,White and Other,Female,0,265218.69,0,265218.69,0,265218.69,0,265218.69,1,265218.69,1,293220.03,1,321456.44,1,280374.56,1,1
0456014C,809,9541,1,866310.06,White and Other,Female,0,866309.13,0,866309.13,0,866309.13,0,866309.13,1,866309.13,1,898629.31,0,866309.13,1,913594.19,1,1
0456014C,809,9564,4,512990.25,White and Other,Female,0,512989.25,0,512989.25,0,512989.25,0,512989.25,1,512989.25,1,545309.5,0,512989.25,1,560274.31,1,1
0458020C,6526,79822,1,901596.25,White and Other,Male,0,901596.31,0,901596.31,0,901596.31,0,901596.31,1,901596.31,0,901596.31,0,901596.31,1,901596.31,2,1
0459010C,4045,51502,3,640118.81,White and Other,Male,0,640120.06,0,640120.06,0,640120.06,0,640120.06,1,640120.06,0,640120.06,0,640120.06,1,698972.69,2,1
0459017C,1590,19197,1,476410.91,White and Other,Female,0,476410.84,0,476410.84,0,476410.84,0,476410.84,1,476410.84,0,476410.84,0,476410.84,0,476410.84,1,1
0460014C,3631,45917,4,353083.09,White and Other,Female,0,353082.75,1,781412.69,0,353082.75,0,353082.75,1,353082.75,1,370233.53,1,412653.56,1,369145.25,1,1
0460023C,1889,23257,4,398356.53,White and Other,Female,0,398356.22,0,398356.22,0,398356.22,0,398356.22,1,398356.22,1,811288,1,422162.53,1,404549.28,1,1
0461008C,6363,77682,3,378016.91,White and Other,Male,1,700973.63,0,378017.75,0,378017.75,0,378017.75,1,378017.75,1,390315,1,470145.06,1,409551.38,2,1
0462022C,5007,63600,1,265932.75,White and Other,Female,0,265932.44,0,265932.44,0,265932.44,0,265932.44,1,265932.44,0,265932.44,1,327329.16,1,282491.56,1,1
0463008C,417,5054,2,1537289.3,White and Other,Female,0,1537288.8,0,1537288.8,0,1537288.8,0,1537288.8,1,1537288.8,1,1549206.6,0,1537288.8,0,1537288.8,1,1
0464023C,7144,84884,2,698223.94,Hispanic,Female,0,698226.5,0,698226.5,0,698226.5,0,698226.5,1,947211.31,1,708724.19,1,768247.56,0,698226.5,5,1
0467003C,6529,79920,3,1143450,White and Other,Male,0,1143451.4,0,1143451.4,0,1143451.4,0,1143451.4,1,1143451.4,0,1143451.4,0,1143451.4,1,1213273.3,2,1
0467010C,8752,96906,3,449346.22,White and Other,Female,0,449346.09,0,449346.09,0,449346.09,0,449346.09,1,449346.09,1,461098.41,1,475919.19,1,455057.5,1,1
0467012C,2709,34015,3,1194783.8,White and Other,Female,0,1194783.4,0,1194783.4,0,1194783.4,0,1194783.4,1,1194783.4,0,1194783.4,0,1194783.4,0,1194783.4,1,1
0467016C,6220,75848,3,883986.31,White and Other,Male,0,883987.19,0,883987.19,0,883987.19,0,883987.19,1,883987.19,0,883987.19,1,997442.31,1,922821.63,2,1
0467020C,5200,65533,4,115291.74,White and Other,Female,0,115291.74,0,115291.74,0,115291.74,0,115291.74,1,115291.74,1,132324.75,0,115291.74,1,115291.74,1,1
0470009C,1445,17107,2,602258.81,White and Other,Female,0,602258.25,0,602258.25,0,602258.25,0,602258.25,1,602258.25,0,602258.25,0,602258.25,1,639224.88,1,1
0471005C,2489,31698,3,452797.88,White and Other,Female,0,452797.72,0,452797.72,0,452797.72,0,452797.72,1,452797.72,0,452797.72,1,485912.34,1,459982.06,1,1
0471007C,5974,73357,1,818168.44,White and Other,Female,0,818167.69,0,818167.69,0,818167.69,0,818167.69,1,818167.69,0,818167.69,0,818167.69,0,818167.69,1,1
0471021C,8898,98384,3,557315.25,White and Other,Female,0,557314.81,0,557314.81,0,557314.81,0,557314.81,1,557314.81,1,566710.81,1,619442.06,1,578473.69,1,1
0473006C,2681,33703,4,598932.31,White and Other,Female,0,598932,0,598932,0,598932,0,598932,1,598932,0,598932,0,598932,0,598932,1,1
0473007C,7731,90141,4,342985.94,Black,Male,0,342985.97,0,342985.97,0,342985.97,0,352738.59,1,661569.06,1,353422.59,1,368731,1,348454.09,4,1
0473012C,6005,73610,1,731036,White and Other,Female,0,731035.88,0,731035.88,0,731035.88,0,731035.88,1,731035.88,0,731035.88,1,755440.38,1,736259,1,1
0473020C,3099,38800,4,1121466.1,White and Other,Female,0,1121465.3,0,1121465.3,0,1121465.3,0,1121465.3,1,1121465.3,0,1121465.3,0,1121465.3,0,1121465.3,1,1
0474008C,6189,75484,3,138458.86,White and Other,Female,0,138458.86,0,138458.86,0,138458.86,0,138458.86,1,138458.86,0,138458.86,0,138458.86,1,138458.86,1,1
0474014C,950,11194,1,921115.31,White and Other,Female,0,921114.63,0,921114.63,0,921114.63,0,921114.63,1,921114.63,1,930096,0,921114.63,0,921114.63,1,1
0474023C,60,626,2,685481.88,White and Other,Male,0,685482.06,0,685482.06,0,685482.06,0,685482.06,1,685482.06,0,685482.06,0,685482.06,0,685482.06,2,1
0474024C,2306,29533,1,310634.38,White and Other,Male,0,310634.94,0,310634.94,0,310634.94,0,310634.94,1,310634.94,1,327746.88,1,387853.63,1,331554.41,2,1
0475017C,3839,48864,2,934144.63,White and Other,Male,0,934145,0,934145,0,934145,0,934145,1,934145,0,934145,1,985713.25,1,945428.5,2,1
0480002C,5437,68161,2,1077467.8,White and Other,Male,0,1077468.6,0,1077468.6,0,1077468.6,0,1077468.6,1,1077468.6,0,1077468.6,1,1191007.6,1,1116331.9,2,1
0481007C,1829,22366,1,922273.19,White and Other,Female,0,922272.88,0,922272.88,0,922272.88,0,922272.88,1,922272.88,0,922272.88,0,922272.88,0,922272.88,1,1
0481013C,2581,32645,2,1454289.5,White and Other,Male,0,1454289.6,0,1454289.6,0,1454289.6,0,1454289.6,1,1454289.6,0,1454289.6,0,1454289.6,0,1454289.6,2,1
0481025C,1912,23639,1,306748.84,White and Other,Female,0,306748.06,0,306748.06,0,306748.06,0,306748.06,1,306748.06,1,321486.59,0,306748.06,1,345900.75,1,1
0483001C,417,5068,4,1537289.3,White and Other,Female,0,1537288.9,0,1537288.9,0,1537288.9,0,1537288.9,1,1537288.9,0,1537288.9,0,1537288.9,0,1537288.9,1,1
0483009C,4364,56204,4,1580033.3,White and Other,Male,0,1580034.5,0,1580034.5,0,1580034.5,0,1580034.5,1,1580034.5,1,1591691.4,0,1580034.5,0,1580034.5,2,1
0485010C,2833,35313,3,878419,White and Other,Male,0,878419.5,0,878419.5,0,878419.5,0,878419.5,1,878419.5,0,878419.5,0,878419.5,1,899192.19,2,1
0487010C,3348,42247,4,189734.64,White and Other,Female,0,189734.66,0,189734.66,0,189734.66,0,189734.66,1,189734.66,0,189734.66,0,189734.66,1,189734.66,1,1
0487014C,5006,63533,1,1228382.5,White and Other,Male,0,1228384.3,0,1228384.3,0,1228384.3,0,1228384.3,1,1228384.3,0,1228384.3,0,1228384.3,1,1304730.3,2,1
0491002C,5562,69218,3,828322.44,White and Other,Female,0,828322.06,0,828322.06,0,828322.06,0,828322.06,1,828322.06,0,828322.06,0,828322.06,1,853258.06,1,1
0500017C,2572,32546,2,1055263.3,White and Other,Female,0,1055262.5,0,1055262.5,0,1055262.5,0,1055262.5,1,1055262.5,0,1055262.5,0,1055262.5,0,1055262.5,1,1
0501011C,4943,62770,1,1022386.6,White and Other,Male,0,1022387.5,0,1022387.5,0,1022387.5,0,1022387.5,1,1022387.5,1,1034049.5,0,1022387.5,0,1022387.5,2,1
0502005C,6286,76710,2,573252.5,White and Other,Male,0,573253.13,0,573253.13,0,573253.13,0,573253.13,1,573253.13,1,595334.69,1,674164.13,1,600597.94,2,1
0502012C,3012,37675,3,374095.88,White and Other,Female,0,374095.53,0,374095.53,0,374095.53,0,374095.53,1,374095.53,0,374095.53,1,440102.38,0,374095.53,1,1
0502019C,6189,75483,1,138458.86,White and Other,Female,0,138458.86,0,138458.86,0,138458.86,0,138458.86,1,138458.86,0,138458.86,0,138458.86,1,138458.86,1,1
0504012C,3169,39534,1,261767.94,White and Other,Female,0,261767.86,0,261767.86,0,261767.86,0,261767.86,1,261767.86,1,372067.38,1,271116.5,1,263600.94,1,1
0504012C,3169,39540,1,261767.94,White and Other,Female,0,261767.88,0,261767.88,0,261767.88,0,261767.88,1,261767.88,1,352821.38,1,271116.53,1,263600.94,1,1
0504017C,6900,83465,2,469825.88,Black,Female,0,469825.94,0,469825.94,1,564329.75,0,469825.94,1,496698.25,1,485028.56,1,506493.66,1,479183.44,3,1
0504023C,4231,53998,2,245432.27,Black,Female,1,465195.78,0,245432.28,0,245432.28,0,245432.28,1,292551.88,0,245432.28,0,245432.28,1,244292.09,3,1
0505002C,8021,91921,3,795330.75,Black,Female,0,795330.75,0,795330.75,0,795330.75,0,795330.75,1,836033.31,1,818459.13,0,795330.75,0,795330.75,3,1
0505016C,5568,69280,2,334881.22,Black,Male,0,334881.22,0,334881.22,0,334881.22,0,347014.31,1,655535.19,1,372892.28,1,378187.81,1,349754.19,4,1
0506003C,154,1607,2,631854.25,White and Other,Male,0,631855.13,0,631855.13,0,631855.13,0,631855.13,1,631855.13,0,631855.13,1,632345,1,632023.38,2,1
0506004C,4219,53787,1,957759.06,White and Other,Female,0,957758.5,0,957758.5,0,957758.5,0,957758.5,1,957758.5,0,957758.5,0,957758.5,1,986049.5,1,1
0507015C,2768,34614,3,1468823.4,White and Other,Female,0,1468822.6,0,1468822.6,0,1468822.6,0,1468822.6,1,1468822.6,0,1468822.6,0,1468822.6,0,1468822.6,1,1
0507022C,2906,36235,3,1055301.9,White and Other,Male,0,1055302.4,0,1055302.4,0,1055302.4,0,1055302.4,1,1055302.4,0,1055302.4,0,1055302.4,0,1055302.4,2,1
0508019C,4112,52696,2,1595121.6,White and Other,Male,0,1595123,0,1595123,0,1595123,0,1595123,1,1595123,0,1595123,0,1595123,0,1595123,2,1
0508022C,6208,75677,1,91358.891,White and Other,Female,0,91358.844,0,91358.844,0,91358.844,0,91358.844,1,91358.844,0,91358.844,1,97783.359,1,92571.789,1,1
0510001C,5912,72874,2,329915.97,White and Other,Female,0,329915.69,0,329915.69,0,329915.69,0,329915.69,1,329915.69,0,329915.69,1,381503.66,1,343619.16,1,1
0510008C,2985,37346,1,805155.31,White and Other,Female,0,805155,0,805155,0,805155,0,805155,1,805155,0,805155,0,805155,0,805155,1,1
0511024C,2700,33949,3,1212035.1,White and Other,Male,0,1212035.3,0,1212035.3,0,1212035.3,0,1212035.3,1,1212035.3,0,1212035.3,0,1212035.3,0,1212035.3,2,1
0512007C,3617,45804,3,279469,White and Other,Female,0,279468.13,0,279468.13,0,279468.13,0,279468.13,1,279468.13,0,279468.13,0,279468.13,1,301230.38,1,1
0512020C,2841,35408,4,1250459.8,White and Other,Female,0,1250459.8,0,1250459.8,0,1250459.8,0,1250459.8,1,1250459.8,0,1250459.8,0,1250459.8,0,1250459.8,1,1
0512024C,6456,78544,2,1511836.1,White and Other,Female,0,1511835.5,0,1511835.5,0,1511835.5,0,1511835.5,1,1511835.5,0,1511835.5,0,1511835.5,0,1511835.5,1,1
0516016C,5758,71272,1,665614.69,White and Other,Male,0,665615.06,0,665615.06,0,665615.06,0,665615.06,1,665615.06,0,665615.06,0,665615.06,0,665615.06,2,1
0517002C,2666,33551,4,557093.94,White and Other,Male,0,557095.06,0,557095.06,0,557095.06,0,557095.06,1,557095.06,1,574569.88,0,557095.06,1,605350.75,2,1
0517008C,5547,69042,1,511145.56,White and Other,Male,0,511146.44,0,511146.44,0,511146.44,0,511146.44,1,511146.44,0,511146.44,0,511146.44,1,552122.94,2,1
0517023C,5530,68929,3,329915.97,White and Other,Female,0,329915.72,0,329915.72,0,329915.72,0,329915.72,1,329915.72,1,343366.47,1,378297.88,1,342747.19,1,1
0518021C,4016,50990,1,1012606.9,White and Other,Male,0,1012607.6,0,1012607.6,0,1012607.6,0,1012607.6,1,1012607.6,1,1026248.4,1,1114123.4,1,1047341.7,2,1
0519001C,3003,37627,2,455797.94,White and Other,Male,1,652982.69,0,455798.34,0,455798.34,0,455798.34,1,455798.34,1,686630.19,1,506925.25,1,469308.91,2,1
0519017C,3289,41414,2,418348.94,White and Other,Male,0,418348.97,0,418348.97,0,418348.97,0,418348.97,1,418348.97,1,637170.81,0,418348.97,1,418348.97,2,1
0520015C,3403,43086,2,161625.97,White and Other,Female,0,161625.97,0,161625.97,0,161625.97,0,161625.97,1,161625.97,1,171706.47,0,161625.97,1,161625.97,1,1
0522024C,783,9123,3,704314.31,White and Other,Male,0,704315.25,0,704315.25,0,704315.25,0,704315.25,1,704315.25,1,739910.25,1,798366.44,1,736485.69,2,1
0523015C,1843,22504,1,348431.31,White and Other,Male,0,348431.31,0,348431.31,0,348431.31,0,348431.31,1,348431.31,1,433824.06,1,350659.75,1,348589.78,2,1
0524019C,2626,33189,4,393469.97,White and Other,Female,0,393469.34,0,393469.34,0,393469.34,0,393469.34,1,393469.34,1,401032.66,0,393469.34,0,393469.34,1,1
0527010C,4677,60068,4,138458.86,White and Other,Female,1,354499.16,0,138458.75,0,138458.75,0,138458.75,1,138458.75,0,138458.75,1,151373.48,1,141133.08,1,1
0527020C,1738,21169,3,886214.5,White and Other,Male,0,886215.06,1,1689729.4,0,886215.06,0,886215.06,1,886215.06,1,898135.19,1,968702.06,1,908567.44,2,1
0527024C,1587,19032,2,576738.38,White and Other,Female,0,576737.88,0,576737.88,0,576737.88,0,576737.88,1,576737.88,1,603130.38,1,645657.5,1,600229.5,1,1
0527024C,1587,19059,2,576738.38,White and Other,Female,0,576737.88,0,576737.88,0,576737.88,0,576737.88,1,576737.88,1,603130.38,1,645657.44,1,600229.44,1,1
0528002C,3938,49925,1,878419,White and Other,Male,0,878419.44,0,878419.44,0,878419.44,0,878419.44,1,878419.44,1,893057.13,0,878419.44,1,899779.44,2,1
0528003C,2539,32320,4,164046.81,White and Other,Female,0,164046.33,0,164046.33,0,164046.33,0,164046.33,1,164046.33,0,164046.33,0,164046.33,1,164172.39,1,1
0528009C,757,8738,3,1283267.4,White and Other,Female,0,1283267.1,0,1283267.1,0,1283267.1,0,1283267.1,1,1283267.1,0,1283267.1,0,1283267.1,0,1283267.1,1,1
0528011C,4281,55025,4,1166663,White and Other,Female,0,1166661.8,0,1166661.8,0,1166661.8,0,1166661.8,1,1166661.8,0,1166661.8,0,1166661.8,0,1166661.8,1,1
0528018C,4109,52660,1,1036783.4,White and Other,Male,0,1036784.2,0,1036784.2,0,1036784.2,0,1036784.2,1,1036784.2,1,1053083.8,0,1036784.2,0,1036784.2,2,1
0529009C,3341,42074,1,1076403,Hispanic,Male,0,1076402.9,0,1076402.9,0,1076402.9,0,1076402.9,1,1213930.1,0,1076402.9,0,1076402.9,0,1076402.9,6,1
0529012C,4570,58294,2,477517.38,White and Other,Male,0,477517.66,0,477517.66,0,477517.66,0,477517.66,1,477517.66,0,477517.66,1,521883,1,487163.69,2,1
0529012C,1632,19861,3,768255.63,White and Other,Male,0,768255.81,0,768255.81,0,768255.81,0,768255.81,1,768255.81,0,768255.81,0,768255.81,0,768255.81,2,1
0529024C,853,9944,2,597565.5,White and Other,Female,0,597565.13,0,597565.13,0,597565.13,0,597565.13,1,597565.13,0,597565.13,1,658735.63,1,614062.69,1,1
0532022C,1286,15091,1,1520532,White and Other,Male,0,1520532.3,0,1520532.3,0,1520532.3,0,1520532.3,1,1520532.3,0,1520532.3,0,1520532.3,0,1520532.3,2,1
0535011C,5974,73343,4,818168.44,White and Other,Female,0,818167.69,0,818167.69,0,818167.69,0,818167.69,1,818167.69,0,818167.69,0,818167.69,0,818167.69,1,1
0536005C,5581,69396,1,666234.13,White and Other,Male,0,666234.19,0,666234.19,1,781113.69,0,666234.19,1,666234.19,0,666234.19,0,666234.19,1,666234.19,2,1
0536013C,2684,33732,3,306748.84,White and Other,Female,0,306748.84,0,306748.84,0,306748.84,0,306748.84,1,306748.84,1,573501.75,1,309309.34,1,307053.47,1,1
0537001C,7959,91598,4,386944.72,Black,Female,1,862785.5,0,386944.75,0,386944.75,0,386944.75,1,392052.75,1,851629.31,0,386944.75,1,397265.31,3,1
0537005C,3715,46950,4,363587.06,White and Other,Male,0,363587.66,0,363587.66,0,363587.66,0,363587.66,1,363587.66,1,395824.72,1,435069.19,1,382634.59,2,1
0537011C,2525,32175,1,352406.66,White and Other,Male,0,352406.81,0,352406.81,0,352406.81,0,352406.81,1,352406.81,0,352406.81,1,357504.25,1,353211.06,2,1
0537012C,6042,73983,1,631991.94,White and Other,Male,0,631992.5,0,631992.5,0,631992.5,0,631992.5,1,631992.5,0,631992.5,1,726989.75,1,657728.75,2,1
0537012C,5520,68883,3,401310.59,White and Other,Male,0,401310.88,0,401310.88,0,401310.88,0,401310.88,1,401310.88,1,419949.44,1,457725.25,1,413670.19,2,1
0537013C,3316,41677,1,409987.22,White and Other,Female,0,409986.91,0,409986.91,0,409986.91,0,409986.91,1,409986.91,1,419382.94,1,469998.44,1,426169.25,1,1
0538004C,6509,79303,3,726718,White and Other,Female,0,726717.94,0,726717.94,0,726717.94,0,726717.94,1,726717.94,1,842340.75,0,726717.94,0,726717.94,1,1
0538017C,6123,74913,2,1184050.6,White and Other,Male,0,1184052.6,0,1184052.6,0,1184052.6,0,1184052.6,1,1184052.6,1,1197693.4,0,1184052.6,1,1272660.8,2,1
0549012C,4087,52265,4,965794.94,White and Other,Male,0,965796.13,0,965796.13,0,965796.13,0,965796.13,1,965796.13,0,965796.13,0,965796.13,1,1017016.8,2,1
0549014C,5134,64899,4,438684.22,White and Other,Male,1,664590.25,0,438685.59,0,438685.59,0,438685.59,1,438685.59,0,438685.59,0,438685.59,1,489477.47,2,1
0549019C,1371,16210,1,2080977.5,White and Other,Male,0,2080980,0,2080980,0,2080980,0,2080980,1,2080980,0,2080980,0,2080980,0,2080980,2,1
0549021C,4214,53723,4,1155420,White and Other,Male,0,1155420.4,0,1155420.4,0,1155420.4,0,1155420.4,1,1155420.4,0,1155420.4,0,1155420.4,0,1155420.4,2,1
0550004C,8999,99707,4,72420.063,Black,Male,0,72420.102,0,72420.102,0,72420.102,0,388778.91,1,717100.31,1,407588.91,1,125766.71,1,86930.383,4,1
0551008C,2496,31805,1,1420522.3,White and Other,Male,0,1420522.4,0,1420522.4,0,1420522.4,0,1420522.4,1,1420522.4,0,1420522.4,0,1420522.4,0,1420522.4,2,1
0551013C,6262,76309,1,923202.75,White and Other,Female,0,923202.25,0,923202.25,0,923202.25,0,923202.25,1,923202.25,0,923202.25,0,923202.25,0,923202.25,1,1
0551020C,2248,28571,4,976796.44,White and Other,Female,0,976796.06,0,976796.06,0,976796.06,0,976796.06,1,976796.06,0,976796.06,0,976796.06,0,976796.06,1,1
0551025C,2163,27311,3,1071718,White and Other,Female,0,1071717.6,0,1071717.6,0,1071717.6,0,1071717.6,1,1071717.6,0,1071717.6,0,1071717.6,0,1071717.6,1,1
0555007C,1254,14601,3,740089.81,White and Other,Female,0,740089.44,0,740089.44,0,740089.44,0,740089.44,1,740089.44,0,740089.44,0,740089.44,0,740089.44,1,1
0555011C,1748,21285,3,181801.52,Hispanic,Male,0,181801.56,0,181801.56,0,181801.56,0,181801.56,1,139097.78,1,193427.8,0,181801.56,1,172523.42,6,1
0555011C,1748,21321,4,397674,Hispanic,Male,0,397674,0,397674,0,397674,0,397674,1,474056,0,397674,1,399493.66,1,397674,6,1
0555014C,3835,48737,1,527388.94,White and Other,Male,0,527389.88,0,527389.88,0,527389.88,0,527389.88,1,527389.88,1,550245,0,527389.88,1,561166.13,2,1
0558010C,2190,27775,4,1055301.9,White and Other,Male,0,1055303.6,0,1055303.6,0,1055303.6,0,1055303.6,1,1055303.6,0,1055303.6,0,1055303.6,0,1055303.6,2,1
0559005C,2691,33808,3,636142,White and Other,Female,0,636141.81,0,636141.81,0,636141.81,0,636141.81,1,636141.81,1,647406.5,0,636141.81,1,648016.13,1,1
0559023C,7118,84631,3,335918.91,Black,Female,0,335918.94,0,335918.94,1,410360.94,0,335918.94,1,393687.38,0,335918.94,1,383406.31,1,352194.34,3,1
0572002C,3817,48397,3,3528173.8,White and Other,Male,0,3528175.3,0,3528175.3,0,3528175.3,0,3528175.3,1,3528175.3,0,3528175.3,0,3528175.3,0,3528175.3,2,1
0572016C,310,3775,4,526238.38,White and Other,Female,0,526238.44,0,526238.44,0,526238.44,0,526238.44,1,526238.44,0,526238.44,0,526238.44,0,526238.44,1,1
0573011C,3341,42120,3,1076403,Hispanic,Male,0,1076403,0,1076403,0,1076403,0,1076403,1,1308059.3,0,1076403,0,1076403,0,1076403,6,1
0576013C,1234,14287,4,840970,White and Other,Male,0,840970.19,0,840970.19,0,840970.19,0,840970.19,1,840970.19,0,840970.19,0,840970.19,0,840970.19,2,1
